Codepoint,Hanzi,pinyin,Frequency,Tweets,Traditional Variant,Simplified Variant,Definition
U+5CD9,峙,zhì,33,33,,,"stand erect, stand up; pile up"
U+5CE1,峡,xiá,315,263,峽,,"gorge, strait, ravine; isthmus"
U+5CE6,峦,luán,39,37,"峦,巒",峦,mountain range; pointed mountain
U+5CE8,峨,é,34,29,,,lofty
U+5CEA,峪,yù,14,10,,,"valley, ravine"
U+5CED,峭,qiào,26,23,,,"steep, precipitous, rugged"
U+5CEF,峯,fēng,3,3,,,"peak, summit; hump of camel"
U+5CF0,峰,fēng,978,822,,,"peak, summit; hump of camel"
U+5CF6,島,dǎo,431,280,,岛,island
U+5CFB,峻,jùn,181,179,,,"high, steep, towering; stern"
U+5CFD,峽,xiá,222,144,,峡,"gorge, strait, ravine; isthmus"
U+5D02,崂,láo,1,1,嶗,,"Laoshan, mountain in Shandong"
U+5D07,崇,chóng,103,88,,,"esteem, honor, revere, venerate"
U+5D0E,崎,qí,137,99,,,"rough, uneven, jagged, rugged"
U+5D10,崐,kūn,5,4,,,Kunlun mountains in Jiangsu
U+5D11,崑,kūn,17,11,,,Kunlun mountains in Jiangsu province.
U+5D14,崔,cuī,42,34,,,"high, lofty, towering; surname"
U+5D16,崖,yá,87,72,,,"cliff, precipice; precipitous"
U+5D17,崗,gǎng,65,46,,岗,post; position
U+5D19,崙,lún,16,8,,𪨧,Kunlun mountains in Jiangsu
U+5D1B,崛,jué,223,213,,,"towering, eminent; rise abruptly"
U+5D22,崢,zhēng,1,1,,峥,"high, lofty, noble; steep, perilous"
U+5D27,崧,sōng,2,1,,,"high mountain; lofty, eminent"
U+5D29,崩,bēng,209,195,,,"rupture, split apart, collapse"
U+5D2D,崭,zhǎn,12,11,嶄,,"high, steep, precipitous; new"
U+5D34,崴,wǎi,1,1,,,"high, lofty; precipitous"
U+5D3D,崽,zǎi,86,55,,,"a child, a servant; a diminutive"
U+5D4A,嵊,shèng,5,3,,,"district in Shaohsing, Chekiang"
U+5D4C,嵌,qiàn,49,47,,,"inlay, set in; fall into; rugged"
U+5D50,嵐,lán,8,6,,岚,"mountain mist, mountain haze"
U+5D59,嵙,kē,1,1,,,place name
U+5D68,嵨,wù,1,1,,,
U+5D69,嵩,sōng,8,8,,,"high, lofty; one of the 5 peaks, situated in Hunan"
U+5D82,嶂,zhàng,8,8,,,cliff; mountain barrier
U+5D84,嶄,zhǎn,8,8,,崭,"high, steep, precipitous; new"
U+5D8B,嶋,dǎo,1,1,,,island
U+5D97,嶗,láo,1,1,,崂,"Laoshan, mountain in Shandong"
U+5D99,嶙,lín,3,3,,,precipitous
U+5DB8,嶸,róng,1,1,,嵘,"high, steep; lofty, towering"
U+5DBA,嶺,lǐng,86,64,,岭,"mountain ridge, mountain peak"
U+5DBC,嶼,yǔ,13,9,,屿,island; (Cant.) 大嶼山 daai6jyu4saan1 Lantau Island
U+5DBD,嶽,yuè,15,10,,𰎫,"mountain peak, summit"
U+5DC5,巅,diān,48,46,巔,,"summit of mountain, mountain top"
U+5DCB,巋,kuī,2,2,,岿,"grand, stately; secure, lasting"
U+5DCD,巍,wēi,45,39,,,"high, lofty, majestic, eminent"
U+5DD2,巒,luán,14,14,,峦,mountain range; pointed mountain
U+5DD4,巔,diān,23,22,,巅,"summit of mountain, mountain top"
U+5DD6,巖,yán,6,6,,𰎠,"cliff, precipice; cave, grotto"
U+5DDD,川,chuān,1262,879,,,"stream, river; flow; boil"
U+5DDE,州,zhōu,3528,2630,,,"administrative division, state"
U+5DE1,巡,xún,443,337,,,"patrol, go on circuit, cruise"
U+5DE2,巢,cháo,76,57,,,"nest, living quarter in tree"
U+5DE5,工,gōng,10140,7059,,,"labor, work; worker, laborer"
U+5DE6,左,zuǒ,699,659,,,"left; east; unorthodox, improper"
U+5DE7,巧,qiǎo,261,219,,,"skillful, ingenious, clever"
U+5DE8,巨,jù,2221,2086,,,"large, great, enormous; chief"
U+5DE9,巩,gǒng,101,100,鞏,,"bind; firm, secure, strong"
U+5DEB,巫,wū,23,19,,,"wizard, sorcerer, witch, shaman"
U+5DEE,差,chà chā,887,736,,,"to differ; different, wrong; nearly, almost; an officer"
U+5DF1,己,jǐ,1363,1227,,,"self, oneself; personal, private; 6th heavenly stem"
U+5DF2,已,yǐ,7410,6803,,,already; finished; stop
U+5DF3,巳,sì,32,24,,,sixth earthly branch
U+5DF4,巴,bā,3926,2509,,,"greatly desire, anxiously hope"
U+5DF7,巷,xiàng,126,111,,,"alley, lane"
U+5DFD,巽,xùn,1,1,,,"south-east; mild, modest, obedient; trigram ☴; hexagram ䷸"
U+5DFE,巾,jīn,50,37,,,kerchief; towel; turban; Kangxi radical 50
U+5DFF,巿,fú,1,1,,,"revolve, make circuit, turn"
U+5E01,币,bì,2792,1784,幣,,"currency, coins, legal tender"
U+5E02,市,shì,13117,9630,,,"market, fair; city, town; trade"
U+5E03,布,bù,6565,5868,,,"cotton cloth, textiles, linen"
U+5E05,帅,shuài,68,60,帥,,"commander, commander-in-chief"
U+5E06,帆,fān fán,90,77,,,sail; boat
U+5E08,师,shī,1605,1418,"师,師",师,"teacher, master, specialist"
U+5E0C,希,xī,1593,1475,,,"rare; hope, expect, strive for"
U+5E10,帐,zhàng,52,46,帳,,"tent; screen, mosquito net"
U+5E15,帕,pà,189,154,,,"turban, kerchief, veil; wrap"
U+5E16,帖,tiē,99,84,,,invitation card; notice
U+5E18,帘,lián,19,16,"帘,簾",帘,flag-sign of a tavern
U+5E1B,帛,bó,13,8,,,"silks, fabrics; wealth, property"
U+5E1C,帜,zhì,13,13,幟,,"flag, pennant; sign; fasten"
U+5E1D,帝,dì,208,153,,,"supreme ruler, emperor; god"
U+5E25,帥,shuài,24,23,,帅,"commander, commander-in-chief"
U+5E26,带,dài,2288,2128,帶,,"belt, girdle, band, strap, zone"
U+5E27,帧,zhēn,33,29,幀,,"picture, scroll; one of pair of"
U+5E2B,師,shī,301,245,,师,"teacher, master, specialist; multitude, troops; hexagram ䷆"
U+5E2D,席,xí,2660,2247,,,seat; mat; take seat; banquet
U+5E2E,帮,bāng,575,539,"帮,幫",帮,"help, assist; defend; shoe upper"
U+5E33,帳,zhàng,19,17,,帐,"tent; screen, mosquito net"
U+5E36,帶,dài,610,528,,带,"belt, girdle, band, strap, zone"
U+5E37,帷,wéi,63,63,,,"tent; curtain, screen"
U+5E38,常,cháng,2638,2362,,,"common, normal, frequent, regular"
U+5E3C,帼,guó,2,2,幗,,women's headgear; mourning cap
U+5E3D,帽,mào,64,50,,,"hat, cap; cap-like tops"
U+5E40,幀,zhèng,5,5,,帧,"picture, scroll; one of pair of"
U+5E42,幂,mì,1,1,"冪,幂",幂,"cover-cloth, cover with cloth"
U+5E45,幅,fú,2704,2326,,,"piece, strip, breadth of, hem"
U+5E4C,幌,huǎng,32,23,,,"curtain, cloth screen"
U+5E54,幔,màn,7,5,,,"curtain, screen, tent"
U+5E55,幕,mù,1091,962,,,"curtain, screen, tent"
U+5E5E,幞,fú,1,1,,,turban
U+5E5F,幟,zhì,10,10,,帜,"flag, pennant; sign; fasten"
U+5E61,幡,fān,4,1,,,"pennant, banner, streamer, flag"
U+5E62,幢,chuáng,12,8,,,carriage curtain; sun screen
U+5E63,幣,bì,637,383,,币,"currency, coins, legal tender"
U+5E6B,幫,bāng,108,98,,帮,"to help, assist; to defend; shoe upper"
U+5E72,干,gàn,896,772,"乾,干,幹",干,"oppose, offend; invade; dried"
U+5E73,平,píng,6646,5451,,,"flat, level, even; peaceful"
U+5E74,年,nián,29984,19017,,,year; new-years; person's age
U+5E76,并,bìng,5104,4829,"並,併,并",并,"combine, annex; also, what's more"
U+5E78,幸,xìng,429,380,,,"luck(ily), favor, fortunately"
U+5E79,幹,gàn,98,84,,干,trunk of tree or of human body
U+5E7B,幻,huàn,263,222,,,"illusion, fantasy, mirage"
U+5E7C,幼,yòu,217,171,,,"infant, young child; immature"
U+5E7D,幽,yōu,56,49,,,"quiet, secluded, tranquil; dark"
U+5E7E,幾,jǐ,180,171,,几,"how many? how much?; a few, some"
U+5E7F,广,guǎng,1560,1337,"广,廣",广,"wide, extensive, broad; rad. 53"
U+5E84,庄,zhuāng,156,141,"庄,莊",庄,"village, hamlet; villa, manor"
U+5E86,庆,qìng,635,518,慶,,"congratulate, celebrate"
U+5E87,庇,bì,35,28,,,"cover, shield, shelter, protect"
U+5E8A,床,chuáng,274,213,,,"bed, couch; framework, chassis"
U+5E8F,序,xù,680,631,,,"series, serial order, sequence"
U+5E90,庐,lú,14,10,"庐,廬",庐,"hut, cottage; name of a mountain"
U+5E93,库,kù,924,711,庫,,"armory, treasury, storehouse"
U+5E94,应,yīng,5159,4440,"应,應",应,"should, ought to, must"
U+5E95,底,dǐ,1780,1623,,,"bottom, underneath, underside"
U+5E97,店,diàn,1857,1217,,,"shop, store; inn, hotel"
U+5E99,庙,miào,98,65,"庙,廟",庙,"temple, shrine; imperial court"
U+5E9A,庚,gēng,8,5,,,7th heavenly stem
U+5E9C,府,fǔ,4641,4032,,,prefecture; prefect; government
U+5E9E,庞,páng,125,125,龐,,"disorderly, messy; huge, big"
U+5E9F,废,fèi,251,200,廢,,"abrogate, terminate, discard"
U+5EA6,度,dù,9166,7305,,,"degree, system; manner; to consider"
U+5EA7,座,zuò,1061,895,,,"seat; stand, base"
U+5EAB,庫,kù,246,178,,库,"armory, treasury, storehouse"
U+5EAD,庭,tíng,744,614,,,courtyard; spacious hall or yard
U+5EB5,庵,ān,4,4,,,Buddhist monastery or nunnery
U+5EB6,庶,shù,4,2,,,"numerous, various; multitude"
U+5EB7,康,kāng,1146,957,,,"peaceful, quiet; happy, healthy"
U+5EB8,庸,yōng,37,33,,,"usual, common, ordinary, mediocre"
U+5EC1,廁,cè,2,2,,厕,"toilet, lavatory; mingle with"
U+5EC2,廂,xiāng,10,9,,厢,"side-room, wing; theatre box"
U+5EC8,廈,shà,111,62,,厦,"big building, mansion"
U+5EC9,廉,lián,162,150,,,"upright, honorable, honest"
U+5ECA,廊,láng,89,76,,,"corridor, porch, veranda"
U+5ECB,廋,sōu,1,1,,,"conceal, hide; search for, seek"
U+5ED3,廓,kuò,17,15,,,"broad, wide, open, empty; to expand"
U+5ED6,廖,liào,24,21,,,surname; name of an ancient state
U+5EDA,廚,chú,24,21,,厨,kitchen; closet; cupboard
U+5EDF,廟,miào,48,31,,庙,"temple, shrine; imperial court"
U+5EE0,廠,chǎng,556,407,,厂,"factory, plant, workshop, mill"
U+5EE2,廢,fèi,50,39,,废,"abrogate, terminate, discard"
U+5EE3,廣,guǎng,878,597,,广,"broad, wide, extensive"
U+5EEC,廬,lú,7,5,,庐,"hut, cottage; name of a mountain"
U+5EF3,廳,tīng,136,114,,厅,"hall, central room"
U+5EF6,延,yán,1126,1026,,,"delay, postpone, defer"
U+5EF7,廷,tíng,225,170,,,court
U+5EFA,建,jiàn,4408,3478,,,"build, establish, erect, found"
U+5EFF,廿,niàn,6,6,,,"twenty, twentieth"
U+5F00,开,kāi,8584,7251,"开,開",开,"open; initiate, begin, start"
U+5F02,异,yì,550,491,異,,"different, unusual, strange"
U+5F03,弃,qì,367,339,"弃,棄",弃,"reject, abandon, discard"
U+5F04,弄,nòng,66,59,,,"do, play or fiddle with; alley"
U+5F08,弈,yì,90,82,,,Chinese chess
U+5F0A,弊,bì,47,47,,,"evil, wrong, bad; criminal"
U+5F0B,弋,yì,17,16,,,"catch, arrest; shoot with bow"
U+5F0F,式,shì,4205,3677,,,"style, system, formula, rule"
U+5F13,弓,gōng,19,18,,,"bow; curved, arched; Kangxi radical 57"
U+5F14,弔,diào,3,3,,,"condole, mourn, pity; hang"
U+5F15,引,yǐn,3788,3568,,,"to pull, draw out, attract; to stretch"
U+5F17,弗,fú,150,133,,,"not, negative; dollar"
U+5F18,弘,hóng,49,47,,,"enlarge, expand; liberal, great"
U+5F1B,弛,chí,22,21,,,"loosen, relax, unstring a bow"
U+5F1C,弜,jiàng,1,1,,,
U+5F1F,弟,dì,149,115,,,"young brother; junior; I, me"
U+5F20,张,zhāng,1505,1355,張,,"stretch, extend, expand; sheet"
U+5F25,弥,mí,114,107,"彌,瀰",,"extensive, full; fill; complete"
U+5F26,弦,xián,45,38,,,"string; hypotenuse, crescent"
U+5F27,弧,hú,10,9,,,"wooden bow; arc, crescent"
U+5F29,弩,nǔ,5,4,,,"cross-bow, bow; downward stroke"
U+5F2D,弭,mǐ,5,5,,,"stop, desist, end, quell"
U+5F2F,弯,wān,56,49,"弯,彎",弯,"bend, curve"
U+5F31,弱,ruò,622,595,,,"weak; fragile, delicate"
U+5F35,張,zhāng,392,309,,张,"stretch, extend, expand; sheet; 26th lunar mansion, determinative star υ¹ Hydrae"
U+5F36,弶,jiàng,1,1,,,a snare
U+5F37,強,qiáng,1023,870,,强,"strong, powerful, energetic"
U+5F39,弹,dàn,1016,831,"弹,彈",弹,"pellet, bullet, shot, shell"
U+5F3A,强,qiáng,4105,3687,"強,强",强,"strong, powerful, energetic"
U+5F3C,弼,bì,2,1,,,"aid, assist, help; correct"
U+5F48,彈,dàn,162,130,,弹,"pellet, bullet, shot, shell"
U+5F4C,彌,mí,41,34,,弥,"extensive, full; fill; complete"
U+5F4E,彎,wān,25,22,,弯,"bend, curve"
U+5F52,归,guī,457,424,"归,歸",归,"return; return to, revert to"
U+5F53,当,dāng,4352,3968,"噹,当,當",当,"bear, accept, undertake; just"
U+5F55,录,lù,1296,1154,"錄,録",,"copy, write down, record"
U+5F57,彗,huì,19,8,,,broomstick; comet
U+5F59,彙,huì,5,4,,汇,"collect, compile, assemble; hedgehog"
U+5F5D,彝,yí,27,23,彞,,"Yi (nationality); tripod, wine vessel; rule"
U+5F62,形,xíng,1724,1527,,,"form, shape, appearance"
U+5F64,彤,tóng,20,12,,,"red, vermilion"
U+5F65,彥,yàn,13,12,,彦,"elegant, handsome; learned"
U+5F66,彦,yàn,37,34,"彥,彦",彦,elegant
U+5F67,彧,yù,2,2,,,"refined, cultured, polished"
U+5F69,彩,cǎi,760,605,,,"hue, color; variegated colors"
U+5F6A,彪,biāo,17,12,,,tiger; tiger stripes; tiger-like
U+5F6C,彬,bīn,11,9,,,"cultivated, well-bred"
U+5F6D,彭,péng,251,226,,,name of ancient country; surname
U+5F70,彰,zhāng,88,86,,,"clear, manifest, obvious"
U+5F71,影,yǐng,4477,3741,,,"shadow; image, reflection; photograph"
U+5F73,彳,chì,1,1,,,step with left foot; rad. no 60
U+5F77,彷,páng fǎng,10,10,,,"like, resembling; resemble"
U+5F79,役,yì,105,96,,,"service; a servant, laborer; to serve"
U+5F7B,彻,chè,130,125,徹,,"penetrate, pervade; penetrating"
U+5F7C,彼,bǐ,166,157,,,"that, there, those"
U+5F7F,彿,fú,6,6,,,"resembling, like, as if"
U+5F80,往,wǎng,1870,1552,,,"go, depart; past, formerly"
U+5F81,征,zhēng,977,832,"征,徵",征,"invade, attack, conquer"
U+5F84,径,jìng,228,214,徑,,narrow path; diameter; direct
U+5F85,待,dài,1121,1060,,,"treat, entertain, receive; wait"
U+5F88,很,hěn,2525,2286,,,"very, quite, much"
U+5F89,徉,yáng,10,10,,,"wonder, rove, stray; hesitating"
U+5F8A,徊,huái,53,52,,,"linger, walk to and fro, hesitate"
U+5F8B,律,lǜ,2255,1619,,,"statute, principle, regulation"
U+5F8C,後,hòu,1786,1550,,后,"behind, rear, after; descendents"
U+5F90,徐,xú,173,125,,,"slowly, quietly, calmly; composed, dignified"
U+5F91,徑,jìng,122,106,,径,narrow path; diameter; direct
U+5F92,徒,tú,162,143,,,"disciple, follower; go on foot"
U+5F95,徕,lái,7,7,徠,,"induce, encourage to come"
U+5F97,得,dé,5667,5098,,,"obtain, get, gain, acquire"
U+5F98,徘,pái,54,53,,,"walk back and forth, hesitate"
U+5F99,徙,xǐ,56,43,,,"move one's abode, shift, migrate"
U+5F9C,徜,cháng,10,10,,,walking and fro; lingering
U+5F9E,從,cóng,1447,1263,,从,"from, by, since, whence, through"
U+5FA0,徠,lái,3,1,,徕,"induce, encourage to come"
U+5FA1,御,yù,165,150,"御,禦",御,"drive, ride; chariot; manage"
U+5FA9,復,fù,442,334,復,"复,復",return; repeat; repeatedly; hexagram ䷗
U+5FAA,循,xún,207,189,,,"obey, comply with, follow"
U+5FAE,微,wēi,1503,1223,,,"small, prefix micro-, trifling"
U+5FB5,徵,zhǐ zhēng,254,194,徵,"征,徵","summon, recruit; musical note"
U+5FB7,德,dé,3074,2387,,,"ethics, morality, virtue"
U+5FB9,徹,chè,50,46,,彻,"penetrate, pervade; penetrating"
U+5FBD,徽,huī,294,201,,,"a badge, insignia"
U+5FC3,心,xīn,5451,4773,,,"heart; mind, intelligence; soul; 5th lunar mansion, determinative star α Scorpii (Antares)"
U+5FC4,忄,xīn,3,3,,,heart; radical number 61
U+5FC5,必,bì,1326,1217,,,"surely, most certainly; must"
U+5FC6,忆,yì,147,136,憶,,"remember, reflect upon; memory"
U+5FCC,忌,jì,110,69,,,"jealous, envious; fear"
U+5FCD,忍,rěn,101,99,,,"endure, bear, suffer; forbear"
U+5FCF,忏,chàn,5,5,懺,,"regret, repent; confess sins"
U+5FD0,忐,tǎn,3,3,,,timorous; nervous
U+5FD1,忑,tè,3,3,,,fearful; nervous; timid
U+5FD2,忒,tè,13,11,,,excessive; too; very-usually of objectionable things; to err; to mistake; changeable
U+5FD7,志,zhì,721,662,"志,誌",志,"purpose, will, determination; annals"
U+5FD8,忘,wàng,275,246,,,"forget; neglect; miss, omit"
U+5FD9,忙,máng,316,291,,,"busy, pressed for time; hustling"
U+5FE0,忠,zhōng,186,154,,,"loyalty, devotion, fidelity"
U+5FE1,忡,chōng,30,15,,,"a sad, uneasy countenance"
U+5FE4,忤,wǔ,1,1,,,"insubordinate, stubborn; wrong"
U+5FE7,忧,yōu,999,966,憂,,"sad, grieved; grief, melancholy"
U+5FEB,快,kuài,2446,2221,,,"rapid, quick, speedy, fast; soon"
U+5FF1,忱,chén,10,10,,,"truth, sincerity; sincere"
U+5FF5,念,niàn,976,780,,,"think of, recall, study"
U+5FFB,忻,xīn,4,1,,,"delightful, joyful, pleasant"
U+5FFD,忽,hū,104,96,,,"suddenly, abruptly; neglect"
U+5FFE,忾,kài,2,2,愾,,"anger, wrath, hatred, enmity"
U+5FFF,忿,fèn,2,1,,,"get angry; fury, exasperation"
U+6000,怀,huái,271,259,"怀,懷",怀,"bosom, breast; carry in bosom"
U+6001,态,tài,1543,1397,態,,"manner, bearing, attitude"
U+6002,怂,sǒng,2,2,慫,,"instigate, arouse, incite"
U+6006,怆,chuàng,1,1,愴,,"sad, broken-hearted, disconsolate"
U+600E,怎,zěn,537,506,,,what? why? how?
U+6012,怒,nù,122,119,,,"anger, rage, passion; angry"
U+6015,怕,pà,256,240,,,"to fear, be afraid of; apprehensive"
U+6016,怖,bù,106,94,,,"terror, fear; frighten; terrified"
U+601C,怜,lián,8,8,"怜,憐",怜,"pity, sympathize"
U+601D,思,sī,689,598,,,"think, consider, ponder; final particle"
U+6020,怠,dài,11,11,,,"idle, remiss, negligent; neglect"
U+6021,怡,yí,61,54,,,"harmony; pleasure, joy; be glad"
U+6025,急,jí,1087,995,,,"quick, quickly; urgent, pressing"
U+6026,怦,pēng,2,2,,,"eager, ardent, impulsive; anxious"
U+6027,性,xìng,4792,4066,,,"nature, character, sex"
U+6028,怨,yuàn,74,69,,,"hatred, enmity, resentment"
U+602A,怪,guài,133,120,,,"strange, unusual, peculiar"
U+602F,怯,qiè,5,5,,,"lacking in courage, afraid"
U+603B,总,zǒng,5387,4526,總,,"collect; overall, altogether"
U+603C,怼,duì,6,6,懟,,"hate, abhor; hatred, resentment"
U+6043,恃,shì,1,1,,,"rely on, presume on, trust to"
U+6046,恆,héng,30,20,,恒,"constant, regular, persistent; hexagram ䷟"
U+604B,恋,liàn,47,33,"恋,戀",恋,"love; long for, yearn for; love"
U+604D,恍,huǎng,12,10,,,seemingly; absent-minded
U+6050,恐,kǒng,582,495,,,"fear; fearful, apprehensive"
U+6052,恒,héng,245,169,"恆,恒",恒,"constant, regular, persistent"
U+6055,恕,shù,2,2,,,"forgive, excuse, show mercy"
U+6059,恙,yàng,8,8,,,"illness, sickness; indisposition"
U+6062,恢,huī,902,809,,,"restore; big, great, immense, vast"
U+6063,恣,zì,2,2,,,"indulge oneself, unrestrained"
U+6064,恤,xù,24,19,,,"show pity; relieve, help"
U+6065,恥,chǐ,11,10,,耻,"shame, humiliation; ashamed"
U+6068,恨,hèn,44,41,,,"hatred, dislike; resent, hate"
U+6069,恩,ēn,427,341,,,"kindness, mercy, charity"
U+606A,恪,kè,16,16,,,"respectful, reverent"
U+606B,恫,dòng,6,6,,,"in pain, sorrowful"
U+606C,恬,tián,9,9,,,"quiet, calm, tranquil, peaceful"
U+606D,恭,gōng,35,34,,,"respectful, polite, reverent"
U+606F,息,xī,3333,2842,,,"rest, put stop to, end, cease"
U+6070,恰,qià,117,95,,,"just, exactly, precisely; proper"
U+6073,恳,kěn,11,11,懇,,"sincere, earnest, cordial"
U+6075,恵,huì,2,2,,,"favor, benefit, confer kindness"
U+6076,恶,è,424,405,"噁,惡",,"evil, wicked, bad, foul"
U+6078,恸,tòng,1,1,慟,,"sadness, grief; mourn; be moved"
U+6079,恹,yān,2,1,懨,,"feeble, sickly; tranquil, calm"
U+607A,恺,kǎi,1,1,愷,,"enjoy, be contented, joyful"
U+607C,恼,nǎo,49,46,"恼,惱",恼,"angered, filled with hate"
U+607F,恿,yǒng,2,2,,,"instigate, incite; to alarm"
U+6084,悄,qiāo,153,106,,,"silent, quiet, still; anxious"
U+6085,悅,yuè,68,50,,悦,pleased
U+6089,悉,xī,387,379,,,"know, learn about, comprehend"
U+608D,悍,hàn,20,20,,,"courageous, brave; violent"
U+6094,悔,huǐ,33,32,,,"repent, show remorse, regret"
U+6096,悖,bèi,17,17,,,"be contradictory to, go counter"
U+609A,悚,sǒng,6,6,,,"afraid, scared, frightened"
U+609F,悟,wù,128,100,,,"to apprehend, realize, become aware"
U+60A0,悠,yōu,184,149,,,"long, far, remote, distant; leisurely"
U+60A3,患,huàn,554,457,,,"suffer, worry about; suffering"
U+60A6,悦,yuè,217,179,悅,,"pleased, contented, gratified"
U+60A8,您,nín,164,139,,,honorific for 'you'
U+60AC,悬,xuán,147,130,懸,,"hang, suspend, hoist; be hung"
U+60AD,悭,qiān,3,3,慳,,"miserly, parsimonious, stingy"
U+60AF,悯,mǐn,6,5,憫,,"pity, sympathize with, grieve for"
U+60B2,悲,bēi,125,113,,,"sorrow, grief; sorry, sad"
U+60B3,悳,dé,7,7,,,"ethics, morality, virtue"
U+60B4,悴,cuì,1,1,,,"suffer, become emaciated, haggard"
U+60B6,悶,mèn,1,1,,闷,"gloomy, depressed, melancholy"
U+60B8,悸,jì,9,9,,,"fearful, apprehensive, perturbed"
U+60BC,悼,dào,69,59,,,"grieve, mourn, lament; grieved"
U+60BD,悽,qī,1,1,,,"sorrowful, grieved, melancholy"
U+60C5,情,qíng,6745,5823,,,"feeling, sentiment, emotion"
U+60C7,惇,dūn,1,1,,,"be kind, cordial, sincere"
U+60CA,惊,jīng,567,539,驚,,"frighten, surprise, startle"
U+60CB,惋,wǎn,5,5,,,"regret, be sorry; alarmed"
U+60D1,惑,huò,43,43,,,"confuse, mislead, baffle; doubt"
U+60D5,惕,tì,160,156,,,"be cautious, careful, alert"
U+60D8,惘,wǎng,2,2,,,"disconcerted, dejected, discouraged"
U+60DA,惚,hū,3,2,,,"absent-minded, confused"
U+60DC,惜,xī,98,92,,,"pity, regret, rue, begrudge"
U+60DF,惟,wéi,66,49,,,"but, however, nevertheless; only"
U+60E0,惠,huì,363,323,,,"favor, benefit, confer kindness"
U+60E1,惡,è,78,73,,恶,"evil, wicked, bad, foul"
U+60E6,惦,diàn,5,5,,,"think of, remember, miss"
U+60E7,惧,jù,49,47,"惧,懼",惧,"fear, be afraid of, dread"
U+60E8,惨,cǎn,88,85,慘,,"sad, pitiful, wretched; cruel"
U+60E9,惩,chéng,64,61,"惩,懲",惩,"punish, reprimand; warn"
U+60EB,惫,bèi,15,15,憊,,"tired, weary, fatigued"
U+60EC,惬,qiè,17,17,愜,,"be satisfied, be comfortable"
U+60EE,惮,dàn,3,3,憚,,"dread, shrink from, shirk, fear"
U+60EF,惯,guàn,156,150,慣,,"habit, custom; habitually, usual"
U+60F0,惰,duò,4,4,,,"indolent, careless, lazy, idle"
U+60F1,惱,nǎo,6,6,,恼,"angered, filled with hate"
U+60F3,想,xiǎng,2048,1835,,,"think, speculate, plan, consider"
U+60F4,惴,zhuì,2,1,,,"afraid, apprehensive, nervous"
U+60F6,惶,huáng,4,3,,,"fearful, afraid, anxious, nervous"
U+60F9,惹,rě,48,46,,,"irritate, vex, offend, incite"
U+60FA,惺,xīng,4,2,,,"intelligent, clever, astute"
U+6101,愁,chóu,50,49,,,"anxiety; to worry about, be anxious"
U+6108,愈,yù,296,236,,,"more and more, even more"
U+6109,愉,yú,36,34,,,"pleasant, delightful; please"
U+610F,意,yì,4238,3829,,,"thought, idea, opinion; think"
U+6115,愕,è,1,1,,,"startled, alarmed, astonished"
U+611A,愚,yú,23,20,,,"stupid, doltish, foolish"
